,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,duration
54,8,8,8,8,5,5,5,5,-6,-6,-6,-6,-12,-12,-12,-12,-9,-9,-9,-9,-15,-15,-15,-15,-12,-12,-12,-12,-6,-6,-6,-6,-3,-3,-3,-3,-9,-9,-9,-9,-7,-7,-7,-7,0,0,0,0,-6,-6,-6,-6,-15,-15,-15,-15,-10,-10,-10,-10,-2,-2,-2,-2,7,7,7,7,16,16,16,16,26,26,26,26,34,34,34,34,41,41,41,41,40,40,40,40,41,41,41,41,42,42,42,42,38,38,38,38,25
55,2,2,2,2,8,8,8,8,-2,-2,-2,-2,-13,-13,-13,-13,-23,-23,-23,-23,-32,-32,-32,-32,-24,-24,-24,-24,-36,-36,-36,-36,-24,-24,-24,-24,-27,-27,-27,-27,-19,-19,-19,-19,-7,-7,-7,-7,2,2,2,2,11,11,11,11,9,9,9,9,3,3,3,3,-9,-9,-9,-9,-4,-4,-4,-4,-11,-11,-11,-11,-11,-11,-11,-11,-1,-1,-1,-1,8,8,8,8,17,17,17,17,14,14,14,14,12,12,12,12,25
56,-11,-11,-11,-11,-9,-9,-9,-9,2,2,2,2,8,8,8,8,-4,-4,-4,-4,5,5,5,5,-3,-3,-3,-3,-11,-11,-11,-11,-20,-20,-20,-20,-19,-19,-19,-19,-29,-29,-29,-29,-20,-20,-20,-20,-19,-19,-19,-19,-31,-31,-31,-31,-43,-43,-43,-43,-48,-48,-48,-48,-47,-47,-47,-47,-59,-59,-59,-59,-55,-55,-55,-55,-66,-66,-66,-66,-55,-55,-55,-55,-44,-44,-44,-44,-55,-55,-55,-55,-47,-47,-47,-47,-48,-48,-48,-48,25
57,11,11,11,11,23,23,23,23,23,23,23,23,12,12,12,12,16,16,16,16,23,23,23,23,22,22,22,22,29,29,29,29,41,41,41,41,42,42,42,42,39,39,39,39,30,30,30,30,38,38,38,38,35,35,35,35,38,38,38,38,47,47,47,47,38,38,38,38,49,49,49,49,41,41,41,41,48,48,48,48,49,49,49,49,49,49,49,49,38,38,38,38,31,31,31,31,25,25,25,25,25
58,-6,-6,-6,-6,-11,-11,-11,-11,-17,-17,-17,-17,-18,-18,-18,-18,-6,-6,-6,-6,-3,-3,-3,-3,1,1,1,1,3,3,3,3,-8,-8,-8,-8,-19,-19,-19,-19,-14,-14,-14,-14,-26,-26,-26,-26,-35,-35,-35,-35,-47,-47,-47,-47,-59,-59,-59,-59,-53,-53,-53,-53,-56,-56,-56,-56,-66,-66,-66,-66,-74,-74,-74,-74,-70,-70,-70,-70,-64,-64,-64,-64,-56,-56,-56,-56,-45,-45,-45,-45,-50,-50,-50,-50,-41,-41,-41,-41,25
59,3,3,3,3,1,1,1,1,-11,-11,-11,-11,-15,-15,-15,-15,-13,-13,-13,-13,-9,-9,-9,-9,-8,-8,-8,-8,-7,-7,-7,-7,-14,-14,-14,-14,-18,-18,-18,-18,-27,-27,-27,-27,-17,-17,-17,-17,-10,-10,-10,-10,-20,-20,-20,-20,-9,-9,-9,-9,0,0,0,0,-8,-8,-8,-8,-14,-14,-14,-14,-8,-8,-8,-8,-17,-17,-17,-17,-9,-9,-9,-9,-19,-19,-19,-19,-15,-15,-15,-15,-14,-14,-14,-14,-5,-5,-5,-5,25
60,2,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,5,5,5,5,-5,-5,-5,-5,-6,-6,-6,-6,4,4,4,4,9,9,9,9,7,7,7,7,12,12,12,12,15,15,15,15,13,13,13,13,20,20,20,20,28,28,28,28,25,25,25,25,15,15,15,15,5,5,5,5,17,17,17,17,14,14,14,14,5,5,5,5,12,12,12,12,23,23,23,23,17,17,17,17,26,26,26,26,25
61,0,0,0,0,-6,-6,-6,-6,-12,-12,-12,-12,-13,-13,-13,-13,-4,-4,-4,-4,-13,-13,-13,-13,-24,-24,-24,-24,-30,-30,-30,-30,-25,-25,-25,-25,-13,-13,-13,-13,-14,-14,-14,-14,-20,-20,-20,-20,-24,-24,-24,-24,-29,-29,-29,-29,-39,-39,-39,-39,-41,-41,-41,-41,-34,-34,-34,-34,-31,-31,-31,-31,-28,-28,-28,-28,-38,-38,-38,-38,-44,-44,-44,-44,-53,-53,-53,-53,-45,-45,-45,-45,-52,-52,-52,-52,-44,-44,-44,-44,25
62,5,5,5,5,-5,-5,-5,-5,-7,-7,-7,-7,-10,-10,-10,-10,-9,-9,-9,-9,-21,-21,-21,-21,-12,-12,-12,-12,-10,-10,-10,-10,-11,-11,-11,-11,-9,-9,-9,-9,-15,-15,-15,-15,-26,-26,-26,-26,-16,-16,-16,-16,-6,-6,-6,-6,-15,-15,-15,-15,-25,-25,-25,-25,-30,-30,-30,-30,-29,-29,-29,-29,-27,-27,-27,-27,-30,-30,-30,-30,-28,-28,-28,-28,-21,-21,-21,-21,-24,-24,-24,-24,-33,-33,-33,-33,-41,-41,-41,-41,25
63,7,7,7,7,6,6,6,6,1,1,1,1,12,12,12,12,7,7,7,7,2,2,2,2,-9,-9,-9,-9,-4,-4,-4,-4,-10,-10,-10,-10,-1,-1,-1,-1,-12,-12,-12,-12,-13,-13,-13,-13,-15,-15,-15,-15,-6,-6,-6,-6,-8,-8,-8,-8,-2,-2,-2,-2,-4,-4,-4,-4,-12,-12,-12,-12,-20,-20,-20,-20,-14,-14,-14,-14,-12,-12,-12,-12,-6,-6,-6,-6,3,3,3,3,-3,-3,-3,-3,3,3,3,3,25
64,-1,-1,-1,-1,5,5,5,5,-5,-5,-5,-5,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,-7,-7,-7,-7,3,3,3,3,-4,-4,-4,-4,-7,-7,-7,-7,-6,-6,-6,-6,-1,-1,-1,-1,-7,-7,-7,-7,-19,-19,-19,-19,-27,-27,-27,-27,-19,-19,-19,-19,-10,-10,-10,-10,-21,-21,-21,-21,-29,-29,-29,-29,-36,-36,-36,-36,-24,-24,-24,-24,-17,-17,-17,-17,-21,-21,-21,-21,-9,-9,-9,-9,25
65,-11,-11,-11,-11,-1,-1,-1,-1,-3,-3,-3,-3,-7,-7,-7,-7,1,1,1,1,11,11,11,11,4,4,4,4,-2,-2,-2,-2,-14,-14,-14,-14,-25,-25,-25,-25,-15,-15,-15,-15,-20,-20,-20,-20,-31,-31,-31,-31,-20,-20,-20,-20,-10,-10,-10,-10,-6,-6,-6,-6,4,4,4,4,3,3,3,3,-2,-2,-2,-2,-14,-14,-14,-14,-18,-18,-18,-18,-17,-17,-17,-17,-18,-18,-18,-18,-27,-27,-27,-27,-18,-18,-18,-18,25
66,8,8,8,8,12,12,12,12,2,2,2,2,4,4,4,4,7,7,7,7,-4,-4,-4,-4,-7,-7,-7,-7,3,3,3,3,7,7,7,7,12,12,12,12,7,7,7,7,-1,-1,-1,-1,7,7,7,7,13,13,13,13,17,17,17,17,6,6,6,6,18,18,18,18,24,24,24,24,26,26,26,26,27,27,27,27,21,21,21,21,12,12,12,12,3,3,3,3,-1,-1,-1,-1,1,1,1,1,25
67,-1,-1,-1,-1,-7,-7,-7,-7,-6,-6,-6,-6,5,5,5,5,-4,-4,-4,-4,-13,-13,-13,-13,-7,-7,-7,-7,-17,-17,-17,-17,-20,-20,-20,-20,-30,-30,-30,-30,-38,-38,-38,-38,-39,-39,-39,-39,-27,-27,-27,-27,-30,-30,-30,-30,-36,-36,-36,-36,-46,-46,-46,-46,-35,-35,-35,-35,-32,-32,-32,-32,-21,-21,-21,-21,-13,-13,-13,-13,-11,-11,-11,-11,-17,-17,-17,-17,-13,-13,-13,-13,-19,-19,-19,-19,-8,-8,-8,-8,25
68,0,0,0,0,4,4,4,4,15,15,15,15,6,6,6,6,-2,-2,-2,-2,-14,-14,-14,-14,-4,-4,-4,-4,-10,-10,-10,-10,-6,-6,-6,-6,-4,-4,-4,-4,-2,-2,-2,-2,-1,-1,-1,-1,-5,-5,-5,-5,0,0,0,0,12,12,12,12,0,0,0,0,3,3,3,3,10,10,10,10,11,11,11,11,19,19,19,19,19,19,19,19,25,25,25,25,33,33,33,33,31,31,31,31,33,33,33,33,25
69,-1,-1,-1,-1,-5,-5,-5,-5,-12,-12,-12,-12,-24,-24,-24,-24,-26,-26,-26,-26,-25,-25,-25,-25,-36,-36,-36,-36,-47,-47,-47,-47,-40,-40,-40,-40,-43,-43,-43,-43,-55,-55,-55,-55,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-60,-60,-60,-60,-62,-62,-62,-62,-65,-65,-65,-65,-75,-75,-75,-75,-64,-64,-64,-64,-71,-71,-71,-71,-63,-63,-63,-63,-72,-72,-72,-72,-66,-66,-66,-66,-78,-78,-78,-78,-83,-83,-83,-83,25
70,5,5,5,5,9,9,9,9,-3,-3,-3,-3,2,2,2,2,-8,-8,-8,-8,-5,-5,-5,-5,-15,-15,-15,-15,-14,-14,-14,-14,-5,-5,-5,-5,-7,-7,-7,-7,2,2,2,2,9,9,9,9,13,13,13,13,24,24,24,24,36,36,36,36,36,36,36,36,46,46,46,46,34,34,34,34,35,35,35,35,28,28,28,28,39,39,39,39,29,29,29,29,41,41,41,41,53,53,53,53,56,56,56,56,25
71,-7,-7,-7,-7,-13,-13,-13,-13,-12,-12,-12,-12,-2,-2,-2,-2,-12,-12,-12,-12,-17,-17,-17,-17,-20,-20,-20,-20,-10,-10,-10,-10,-2,-2,-2,-2,7,7,7,7,5,5,5,5,3,3,3,3,12,12,12,12,4,4,4,4,1,1,1,1,-9,-9,-9,-9,-12,-12,-12,-12,-12,-12,-12,-12,-22,-22,-22,-22,-20,-20,-20,-20,-9,-9,-9,-9,-16,-16,-16,-16,-27,-27,-27,-27,-35,-35,-35,-35,-26,-26,-26,-26,25
72,1,1,1,1,13,13,13,13,12,12,12,12,22,22,22,22,33,33,33,33,38,38,38,38,37,37,37,37,33,33,33,33,22,22,22,22,14,14,14,14,14,14,14,14,5,5,5,5,-1,-1,-1,-1,-6,-6,-6,-6,-10,-10,-10,-10,-12,-12,-12,-12,-21,-21,-21,-21,-33,-33,-33,-33,-45,-45,-45,-45,-36,-36,-36,-36,-48,-48,-48,-48,-58,-58,-58,-58,-50,-50,-50,-50,-39,-39,-39,-39,-45,-45,-45,-45,25
73,-10,-10,-10,-10,1,1,1,1,0,0,0,0,0,0,0,0,9,9,9,9,15,15,15,15,6,6,6,6,13,13,13,13,22,22,22,22,33,33,33,33,43,43,43,43,46,46,46,46,57,57,57,57,69,69,69,69,74,74,74,74,69,69,69,69,74,74,74,74,83,83,83,83,94,94,94,94,97,97,97,97,88,88,88,88,82,82,82,82,80,80,80,80,88,88,88,88,77,77,77,77,25
74,-7,-7,-7,-7,-2,-2,-2,-2,4,4,4,4,-3,-3,-3,-3,-13,-13,-13,-13,-20,-20,-20,-20,-16,-16,-16,-16,-17,-17,-17,-17,-10,-10,-10,-10,-16,-16,-16,-16,-7,-7,-7,-7,-17,-17,-17,-17,-13,-13,-13,-13,-3,-3,-3,-3,-13,-13,-13,-13,-13,-13,-13,-13,-22,-22,-22,-22,-33,-33,-33,-33,-23,-23,-23,-23,-32,-32,-32,-32,-29,-29,-29,-29,-38,-38,-38,-38,-45,-45,-45,-45,-35,-35,-35,-35,-25,-25,-25,-25,25
75,-8,-8,-8,-8,-18,-18,-18,-18,-11,-11,-11,-11,-4,-4,-4,-4,-11,-11,-11,-11,-16,-16,-16,-16,-7,-7,-7,-7,1,1,1,1,13,13,13,13,10,10,10,10,10,10,10,10,22,22,22,22,14,14,14,14,26,26,26,26,37,37,37,37,43,43,43,43,52,52,52,52,56,56,56,56,46,46,46,46,49,49,49,49,56,56,56,56,46,46,46,46,47,47,47,47,57,57,57,57,63,63,63,63,25
76,-7,-7,-7,-7,-16,-16,-16,-16,-5,-5,-5,-5,3,3,3,3,12,12,12,12,4,4,4,4,-4,-4,-4,-4,-5,-5,-5,-5,2,2,2,2,2,2,2,2,5,5,5,5,9,9,9,9,2,2,2,2,5,5,5,5,-6,-6,-6,-6,-10,-10,-10,-10,0,0,0,0,-7,-7,-7,-7,-1,-1,-1,-1,-11,-11,-11,-11,-22,-22,-22,-22,-32,-32,-32,-32,-20,-20,-20,-20,-18,-18,-18,-18,-12,-12,-12,-12,25
77,1,1,1,1,-2,-2,-2,-2,-14,-14,-14,-14,-5,-5,-5,-5,-1,-1,-1,-1,3,3,3,3,-2,-2,-2,-2,-1,-1,-1,-1,-5,-5,-5,-5,1,1,1,1,-9,-9,-9,-9,-19,-19,-19,-19,-20,-20,-20,-20,-12,-12,-12,-12,-15,-15,-15,-15,-9,-9,-9,-9,-3,-3,-3,-3,-5,-5,-5,-5,-2,-2,-2,-2,-8,-8,-8,-8,1,1,1,1,6,6,6,6,-2,-2,-2,-2,1,1,1,1,13,13,13,13,25
78,0,0,0,0,3,3,3,3,-1,-1,-1,-1,1,1,1,1,-4,-4,-4,-4,-12,-12,-12,-12,-10,-10,-10,-10,-12,-12,-12,-12,-19,-19,-19,-19,-19,-19,-19,-19,-30,-30,-30,-30,-38,-38,-38,-38,-35,-35,-35,-35,-36,-36,-36,-36,-45,-45,-45,-45,-41,-41,-41,-41,-42,-42,-42,-42,-34,-34,-34,-34,-27,-27,-27,-27,-22,-22,-22,-22,-34,-34,-34,-34,-25,-25,-25,-25,-18,-18,-18,-18,-24,-24,-24,-24,-27,-27,-27,-27,25
79,-11,-11,-11,-11,-1,-1,-1,-1,4,4,4,4,16,16,16,16,26,26,26,26,27,27,27,27,24,24,24,24,28,28,28,28,35,35,35,35,34,34,34,34,39,39,39,39,42,42,42,42,44,44,44,44,50,50,50,50,50,50,50,50,46,46,46,46,45,45,45,45,36,36,36,36,44,44,44,44,36,36,36,36,40,40,40,40,31,31,31,31,28,28,28,28,28,28,28,28,24,24,24,24,25
80,-3,-3,-3,-3,-14,-14,-14,-14,-17,-17,-17,-17,-25,-25,-25,-25,-27,-27,-27,-27,-36,-36,-36,-36,-31,-31,-31,-31,-34,-34,-34,-34,-34,-34,-34,-34,-37,-37,-37,-37,-44,-44,-44,-44,-54,-54,-54,-54,-61,-61,-61,-61,-70,-70,-70,-70,-82,-82,-82,-82,-73,-73,-73,-73,-64,-64,-64,-64,-63,-63,-63,-63,-72,-72,-72,-72,-61,-61,-61,-61,-59,-59,-59,-59,-53,-53,-53,-53,-57,-57,-57,-57,-55,-55,-55,-55,-50,-50,-50,-50,25
81,2,2,2,2,9,9,9,9,20,20,20,20,19,19,19,19,18,18,18,18,11,11,11,11,1,1,1,1,-9,-9,-9,-9,0,0,0,0,-5,-5,-5,-5,-11,-11,-11,-11,-12,-12,-12,-12,-19,-19,-19,-19,-16,-16,-16,-16,-6,-6,-6,-6,-4,-4,-4,-4,8,8,8,8,20,20,20,20,18,18,18,18,26,26,26,26,17,17,17,17,22,22,22,22,20,20,20,20,17,17,17,17,20,20,20,20,25
82,0,0,0,0,5,5,5,5,0,0,0,0,11,11,11,11,18,18,18,18,20,20,20,20,15,15,15,15,18,18,18,18,8,8,8,8,4,4,4,4,7,7,7,7,8,8,8,8,13,13,13,13,7,7,7,7,3,3,3,3,-9,-9,-9,-9,-5,-5,-5,-5,-6,-6,-6,-6,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-13,-13,-13,-13,-13,-13,-13,-13,-24,-24,-24,-24,-25,-25,-25,-25,25
83,7,7,7,7,-5,-5,-5,-5,2,2,2,2,2,2,2,2,8,8,8,8,15,15,15,15,27,27,27,27,34,34,34,34,27,27,27,27,27,27,27,27,15,15,15,15,24,24,24,24,13,13,13,13,2,2,2,2,8,8,8,8,17,17,17,17,20,20,20,20,21,21,21,21,21,21,21,21,14,14,14,14,18,18,18,18,30,30,30,30,39,39,39,39,44,44,44,44,41,41,41,41,25
84,12,12,12,12,1,1,1,1,-1,-1,-1,-1,0,0,0,0,-2,-2,-2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-13,-13,-13,-13,-7,-7,-7,-7,-10,-10,-10,-10,-10,-10,-10,-10,-19,-19,-19,-19,-18,-18,-18,-18,-22,-22,-22,-22,-34,-34,-34,-34,-41,-41,-41,-41,-35,-35,-35,-35,-26,-26,-26,-26,-34,-34,-34,-34,-33,-33,-33,-33,-25,-25,-25,-25,-37,-37,-37,-37,-42,-42,-42,-42,-35,-35,-35,-35,-41,-41,-41,-41,25
85,12,12,12,12,11,11,11,11,16,16,16,16,7,7,7,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-6,-6,-6,-16,-16,-16,-16,-16,-16,-16,-16,-17,-17,-17,-17,-9,-9,-9,-9,-13,-13,-13,-13,-12,-12,-12,-12,-14,-14,-14,-14,-4,-4,-4,-4,4,4,4,4,-4,-4,-4,-4,2,2,2,2,13,13,13,13,17,17,17,17,24,24,24,24,21,21,21,21,14,14,14,14,11,11,11,11,25
86,3,3,3,3,6,6,6,6,14,14,14,14,14,14,14,14,11,11,11,11,18,18,18,18,29,29,29,29,34,34,34,34,39,39,39,39,29,29,29,29,37,37,37,37,37,37,37,37,42,42,42,42,45,45,45,45,55,55,55,55,52,52,52,52,46,46,46,46,56,56,56,56,51,51,51,51,50,50,50,50,38,38,38,38,47,47,47,47,47,47,47,47,43,43,43,43,38,38,38,38,25
87,9,9,9,9,2,2,2,2,-2,-2,-2,-2,4,4,4,4,-3,-3,-3,-3,5,5,5,5,-5,-5,-5,-5,4,4,4,4,11,11,11,11,20,20,20,20,20,20,20,20,27,27,27,27,34,34,34,34,41,41,41,41,51,51,51,51,58,58,58,58,52,52,52,52,58,58,58,58,46,46,46,46,45,45,45,45,54,54,54,54,46,46,46,46,41,41,41,41,43,43,43,43,46,46,46,46,25
88,6,6,6,6,2,2,2,2,5,5,5,5,-3,-3,-3,-3,7,7,7,7,-4,-4,-4,-4,-16,-16,-16,-16,-10,-10,-10,-10,-9,-9,-9,-9,-4,-4,-4,-4,4,4,4,4,9,9,9,9,19,19,19,19,25,25,25,25,28,28,28,28,38,38,38,38,33,33,33,33,28,28,28,28,24,24,24,24,31,31,31,31,25,25,25,25,27,27,27,27,39,39,39,39,45,45,45,45,51,51,51,51,25
89,-12,-12,-12,-12,-14,-14,-14,-14,-11,-11,-11,-11,-12,-12,-12,-12,-4,-4,-4,-4,-2,-2,-2,-2,-8,-8,-8,-8,-9,-9,-9,-9,-14,-14,-14,-14,-9,-9,-9,-9,-8,-8,-8,-8,-17,-17,-17,-17,-21,-21,-21,-21,-20,-20,-20,-20,-10,-10,-10,-10,0,0,0,0,3,3,3,3,11,11,11,11,16,16,16,16,8,8,8,8,-2,-2,-2,-2,0,0,0,0,-4,-4,-4,-4,7,7,7,7,8,8,8,8,25
90,3,3,3,3,-3,-3,-3,-3,8,8,8,8,4,4,4,4,-6,-6,-6,-6,0,0,0,0,-10,-10,-10,-10,-17,-17,-17,-17,-24,-24,-24,-24,-14,-14,-14,-14,-4,-4,-4,-4,-3,-3,-3,-3,0,0,0,0,11,11,11,11,22,22,22,22,16,16,16,16,7,7,7,7,10,10,10,10,0,0,0,0,7,7,7,7,17,17,17,17,24,24,24,24,20,20,20,20,24,24,24,24,25,25,25,25,25
91,4,4,4,4,13,13,13,13,23,23,23,23,34,34,34,34,40,40,40,40,32,32,32,32,36,36,36,36,46,46,46,46,48,48,48,48,39,39,39,39,39,39,39,39,44,44,44,44,37,37,37,37,29,29,29,29,31,31,31,31,21,21,21,21,19,19,19,19,31,31,31,31,30,30,30,30,32,32,32,32,36,36,36,36,41,41,41,41,48,48,48,48,60,60,60,60,56,56,56,56,25
92,4,4,4,4,-1,-1,-1,-1,2,2,2,2,11,11,11,11,9,9,9,9,13,13,13,13,19,19,19,19,30,30,30,30,18,18,18,18,13,13,13,13,1,1,1,1,2,2,2,2,-5,-5,-5,-5,0,0,0,0,-10,-10,-10,-10,-11,-11,-11,-11,-19,-19,-19,-19,-22,-22,-22,-22,-13,-13,-13,-13,-23,-23,-23,-23,-28,-28,-28,-28,-16,-16,-16,-16,-5,-5,-5,-5,-6,-6,-6,-6,-4,-4,-4,-4,25
93,-8,-8,-8,-8,3,3,3,3,1,1,1,1,3,3,3,3,-5,-5,-5,-5,-3,-3,-3,-3,-1,-1,-1,-1,3,3,3,3,-8,-8,-8,-8,-9,-9,-9,-9,-19,-19,-19,-19,-18,-18,-18,-18,-23,-23,-23,-23,-30,-30,-30,-30,-19,-19,-19,-19,-16,-16,-16,-16,-18,-18,-18,-18,-18,-18,-18,-18,-8,-8,-8,-8,1,1,1,1,0,0,0,0,-2,-2,-2,-2,-1,-1,-1,-1,-7,-7,-7,-7,5,5,5,5,25
94,-7,-7,-7,-7,1,1,1,1,8,8,8,8,12,12,12,12,8,8,8,8,15,15,15,15,23,23,23,23,27,27,27,27,21,21,21,21,27,27,27,27,33,33,33,33,23,23,23,23,31,31,31,31,38,38,38,38,47,47,47,47,35,35,35,35,29,29,29,29,28,28,28,28,38,38,38,38,26,26,26,26,19,19,19,19,18,18,18,18,13,13,13,13,15,15,15,15,10,10,10,10,25
95,-6,-6,-6,-6,3,3,3,3,-5,-5,-5,-5,-16,-16,-16,-16,-7,-7,-7,-7,-15,-15,-15,-15,-3,-3,-3,-3,-7,-7,-7,-7,-15,-15,-15,-15,-18,-18,-18,-18,-8,-8,-8,-8,3,3,3,3,-4,-4,-4,-4,-9,-9,-9,-9,-21,-21,-21,-21,-23,-23,-23,-23,-28,-28,-28,-28,-27,-27,-27,-27,-28,-28,-28,-28,-32,-32,-32,-32,-38,-38,-38,-38,-46,-46,-46,-46,-44,-44,-44,-44,-52,-52,-52,-52,-59,-59,-59,-59,25
96,9,9,9,9,10,10,10,10,2,2,2,2,-3,-3,-3,-3,9,9,9,9,21,21,21,21,16,16,16,16,25,25,25,25,32,32,32,32,40,40,40,40,48,48,48,48,43,43,43,43,48,48,48,48,36,36,36,36,42,42,42,42,43,43,43,43,34,34,34,34,43,43,43,43,47,47,47,47,46,46,46,46,34,34,34,34,43,43,43,43,54,54,54,54,60,60,60,60,70,70,70,70,25
97,4,4,4,4,11,11,11,11,12,12,12,12,14,14,14,14,22,22,22,22,16,16,16,16,17,17,17,17,26,26,26,26,26,26,26,26,21,21,21,21,28,28,28,28,36,36,36,36,27,27,27,27,16,16,16,16,21,21,21,21,10,10,10,10,12,12,12,12,10,10,10,10,-1,-1,-1,-1,2,2,2,2,6,6,6,6,16,16,16,16,27,27,27,27,25,25,25,25,19,19,19,19,25
98,8,8,8,8,8,8,8,8,19,19,19,19,17,17,17,17,8,8,8,8,10,10,10,10,0,0,0,0,-8,-8,-8,-8,-9,-9,-9,-9,-10,-10,-10,-10,-14,-14,-14,-14,-14,-14,-14,-14,-21,-21,-21,-21,-16,-16,-16,-16,-18,-18,-18,-18,-6,-6,-6,-6,-1,-1,-1,-1,3,3,3,3,6,6,6,6,8,8,8,8,5,5,5,5,5,5,5,5,7,7,7,7,5,5,5,5,17,17,17,17,25
99,2,2,2,2,4,4,4,4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-8,-8,-8,-7,-7,-7,-7,-19,-19,-19,-19,-25,-25,-25,-25,-17,-17,-17,-17,-23,-23,-23,-23,-19,-19,-19,-19,-7,-7,-7,-7,-8,-8,-8,-8,-6,-6,-6,-6,-7,-7,-7,-7,2,2,2,2,-7,-7,-7,-7,5,5,5,5,8,8,8,8,5,5,5,5,16,16,16,16,11,11,11,11,13,13,13,13,25,25,25,25,27,27,27,27,25
100,-3,-3,-3,-3,-13,-13,-13,-13,-20,-20,-20,-20,-18,-18,-18,-18,-10,-10,-10,-10,-12,-12,-12,-12,-16,-16,-16,-16,-6,-6,-6,-6,3,3,3,3,-5,-5,-5,-5,7,7,7,7,0,0,0,0,-11,-11,-11,-11,-23,-23,-23,-23,-28,-28,-28,-28,-24,-24,-24,-24,-32,-32,-32,-32,-32,-32,-32,-32,-28,-28,-28,-28,-19,-19,-19,-19,-11,-11,-11,-11,0,0,0,0,-11,-11,-11,-11,-22,-22,-22,-22,-18,-18,-18,-18,25
101,3,3,3,3,-6,-6,-6,-6,-8,-8,-8,-8,-7,-7,-7,-7,-5,-5,-5,-5,0,0,0,0,1,1,1,1,5,5,5,5,6,6,6,6,-3,-3,-3,-3,-14,-14,-14,-14,-4,-4,-4,-4,1,1,1,1,-2,-2,-2,-2,7,7,7,7,0,0,0,0,10,10,10,10,2,2,2,2,3,3,3,3,9,9,9,9,9,9,9,9,-1,-1,-1,-1,2,2,2,2,14,14,14,14,3,3,3,3,25
102,-11,-11,-11,-11,-21,-21,-21,-21,-28,-28,-28,-28,-27,-27,-27,-27,-38,-38,-38,-38,-45,-45,-45,-45,-34,-34,-34,-34,-43,-43,-43,-43,-44,-44,-44,-44,-56,-56,-56,-56,-62,-62,-62,-62,-57,-57,-57,-57,-47,-47,-47,-47,-42,-42,-42,-42,-31,-31,-31,-31,-42,-42,-42,-42,-47,-47,-47,-47,-38,-38,-38,-38,-44,-44,-44,-44,-48,-48,-48,-48,-59,-59,-59,-59,-57,-57,-57,-57,-49,-49,-49,-49,-41,-41,-41,-41,-43,-43,-43,-43,25
103,-10,-10,-10,-10,-15,-15,-15,-15,-24,-24,-24,-24,-12,-12,-12,-12,-8,-8,-8,-8,4,4,4,4,15,15,15,15,27,27,27,27,33,33,33,33,34,34,34,34,37,37,37,37,31,31,31,31,42,42,42,42,36,36,36,36,42,42,42,42,41,41,41,41,33,33,33,33,44,44,44,44,35,35,35,35,37,37,37,37,39,39,39,39,50,50,50,50,52,52,52,52,42,42,42,42,54,54,54,54,25
104,0,0,0,0,-11,-11,-11,-11,-7,-7,-7,-7,-15,-15,-15,-15,-15,-15,-15,-15,-7,-7,-7,-7,4,4,4,4,-1,-1,-1,-1,1,1,1,1,8,8,8,8,2,2,2,2,-5,-5,-5,-5,6,6,6,6,11,11,11,11,14,14,14,14,3,3,3,3,3,3,3,3,-9,-9,-9,-9,-14,-14,-14,-14,-13,-13,-13,-13,-13,-13,-13,-13,-7,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,25
105,-5,-5,-5,-5,-14,-14,-14,-14,-10,-10,-10,-10,-13,-13,-13,-13,-17,-17,-17,-17,-12,-12,-12,-12,-22,-22,-22,-22,-14,-14,-14,-14,-24,-24,-24,-24,-17,-17,-17,-17,-28,-28,-28,-28,-32,-32,-32,-32,-37,-37,-37,-37,-29,-29,-29,-29,-41,-41,-41,-41,-44,-44,-44,-44,-33,-33,-33,-33,-42,-42,-42,-42,-45,-45,-45,-45,-39,-39,-39,-39,-45,-45,-45,-45,-44,-44,-44,-44,-54,-54,-54,-54,-44,-44,-44,-44,-39,-39,-39,-39,25
106,-8,-8,-8,-8,-1,-1,-1,-1,-2,-2,-2,-2,-4,-4,-4,-4,-13,-13,-13,-13,-21,-21,-21,-21,-17,-17,-17,-17,-7,-7,-7,-7,5,5,5,5,2,2,2,2,-3,-3,-3,-3,-15,-15,-15,-15,-19,-19,-19,-19,-20,-20,-20,-20,-24,-24,-24,-24,-14,-14,-14,-14,-15,-15,-15,-15,-12,-12,-12,-12,-10,-10,-10,-10,-12,-12,-12,-12,-23,-23,-23,-23,-26,-26,-26,-26,-17,-17,-17,-17,-10,-10,-10,-10,2,2,2,2,25
